Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Passengers Booked 2 DtD,Stock Out Occurred,Cheese Platters Sold
5,5,Thursday,139,129,1,15
19,4,Tuesday,152,148,0,20
7,1,Thursday,140,142,0,13
5,2,Tuesday,136,137,0,15
15,3,Tuesday,165,155,1,19
11,6,Monday,165,166,0,22
20,2,Tuesday,128,121,0,13
18,4,Sunday,152,150,0,18
16,1,Saturday,144,139,1,16
14,4,Saturday,131,126,0,15
18,2,Saturday,163,150,0,19
18,4,Tuesday,145,139,0,20
16,2,Sunday,125,126,0,16
4,3,Wednesday,165,151,0,17
5,3,Friday,138,128,0,16
16,5,Saturday,133,133,0,17
20,5,Wednesday,125,115,0,13
16,6,Sunday,111,101,0,14
16,2,Tuesday,143,140,1,16
8,2,Tuesday,165,156,0,21
14,2,Monday,150,146,0,19
3,6,Thursday,110,112,0,12
4,4,Thursday,152,145,0,15
14,2,Friday,143,140,0,20
7,5,Friday,165,151,0,17
7,4,Friday,165,159,0,16
14,2,Thursday,152,152,0,20
19,3,Sunday,106,96,0,13
8,1,Sunday,123,122,0,15
13,3,Sunday,117,119,0,14
7,3,Friday,165,149,1,15
16,2,Tuesday,152,142,0,20
9,3,Monday,158,155,0,22
18,6,Thursday,121,122,0,16
16,4,Wednesday,128,117,1,17
13,4,Friday,94,88,0,13
16,4,Monday,139,139,1,15
12,1,Monday,151,149,0,20
8,5,Tuesday,108,100,0,15
10,4,Saturday,165,163,0,21
17,1,Saturday,158,157,0,19
20,5,Friday,151,142,0,17
15,2,Wednesday,151,150,1,21
4,6,Thursday,164,158,0,18
11,2,Thursday,124,122,1,16
17,4,Tuesday,134,136,0,19
17,3,Tuesday,156,145,0,21
9,5,Friday,127,117,0,17
16,1,Saturday,133,124,1,15
19,5,Sunday,84,83,0,10
20,4,Monday,157,142,0,17
12,2,Saturday,137,125,1,16
7,6,Tuesday,165,152,0,18
19,5,Monday,133,133,0,18
16,1,Wednesday,139,128,1,17
14,3,Wednesday,158,148,0,21
7,4,Wednesday,133,126,0,13
8,2,Tuesday,101,99,0,12
15,1,Sunday,165,154,0,20
7,5,Wednesday,139,126,0,15
17,5,Saturday,144,143,0,18
20,5,Thursday,116,114,0,13
12,2,Tuesday,151,136,1,18
19,3,Wednesday,136,134,0,19
10,1,Friday,146,139,0,19
9,1,Monday,126,126,0,16
11,6,Friday,65,65,0,9
9,1,Saturday,147,148,0,17
12,4,Friday,119,119,0,17
22,6,Wednesday,119,121,0,13
23,3,Sunday,165,160,0,16
10,5,Sunday,77,70,0,10
12,5,Thursday,165,163,1,16
9,3,Friday,139,127,0,18
16,6,Thursday,150,140,0,21
16,3,Thursday,93,87,0,12
14,5,Sunday,109,108,0,13
14,1,Monday,101,92,0,13
4,1,Thursday,142,135,0,15
10,3,Monday,163,158,0,22
16,2,Wednesday,160,159,1,20
11,3,Friday,165,162,0,21
9,2,Monday,137,136,0,19
15,3,Tuesday,149,136,0,21
20,1,Monday,163,154,0,16
22,5,Sunday,165,166,0,17
12,5,Thursday,165,156,0,21
4,4,Monday,142,141,1,15
18,6,Sunday,133,130,0,17
16,4,Friday,138,137,0,18
17,6,Tuesday,165,155,1,23
15,2,Sunday,148,136,0,17
21,5,Monday,127,125,0,13
10,1,Sunday,165,154,0,19
13,6,Thursday,120,122,0,17
18,6,Wednesday,124,116,0,18
9,3,Monday,144,137,0,18
19,2,Friday,122,119,0,15
17,1,Thursday,165,152,0,21
14,4,Monday,165,167,1,17
14,6,Saturday,124,124,0,16
5,4,Sunday,138,132,0,13
13,5,Tuesday,141,139,0,18
6,5,Saturday,93,85,0,9
19,4,Friday,142,138,1,20
6,5,Sunday,103,95,0,10
21,3,Thursday,165,165,0,16
17,1,Friday,121,111,0,16
17,3,Tuesday,149,139,1,16
7,3,Sunday,139,127,0,13
17,3,Wednesday,135,126,1,18
18,2,Thursday,128,129,0,18
2,6,Tuesday,107,108,0,11
6,3,Saturday,165,165,1,15
15,2,Saturday,144,137,0,16
9,4,Monday,132,126,1,16
11,6,Monday,127,115,0,19
7,3,Monday,165,158,1,15
15,5,Monday,94,90,0,14
18,2,Saturday,145,137,1,17
11,2,Sunday,121,117,0,15
13,6,Tuesday,89,81,0,12
9,6,Tuesday,83,78,0,11
11,6,Tuesday,81,77,0,12
18,2,Sunday,138,135,0,16
9,3,Sunday,144,138,0,18
9,5,Friday,165,151,1,17
10,1,Saturday,165,165,0,21
11,6,Friday,163,161,0,23
15,2,Sunday,109,110,0,13
10,1,Monday,154,150,0,20
7,6,Wednesday,113,111,0,12
13,2,Monday,158,145,1,19
18,4,Sunday,148,146,0,18
12,5,Monday,109,104,0,15
10,5,Thursday,97,96,0,14
12,5,Thursday,151,138,1,18
9,5,Friday,105,97,0,15
15,6,Friday,148,136,0,21
11,6,Saturday,121,115,0,15
17,5,Wednesday,153,145,0,22
10,1,Friday,141,132,0,18
9,4,Tuesday,124,120,0,17
14,2,Sunday,131,131,0,16
6,6,Wednesday,161,154,1,15
16,6,Wednesday,110,103,0,15
11,4,Thursday,160,144,0,23
3,6,Sunday,165,164,0,15
17,4,Sunday,155,145,0,20
14,3,Saturday,157,147,0,18
13,6,Wednesday,151,144,0,20
11,3,Friday,119,119,0,15
5,3,Thursday,119,116,0,12
18,4,Sunday,132,120,1,15
3,2,Monday,148,136,0,15
10,1,Wednesday,102,92,0,13
10,6,Wednesday,122,120,0,16
11,4,Sunday,122,120,0,16
12,4,Tuesday,157,143,0,22
4,5,Thursday,138,129,0,15
4,2,Wednesday,126,122,0,12
17,5,Thursday,163,154,0,23
20,4,Sunday,110,106,0,10
8,5,Sunday,125,123,1,15
8,5,Sunday,146,139,0,18
3,1,Tuesday,115,107,0,11
10,1,Sunday,165,162,0,20
5,3,Saturday,165,149,0,16
8,6,Wednesday,132,122,0,19
10,2,Friday,132,132,0,17
16,3,Sunday,138,137,0,17
2,4,Saturday,148,147,0,14
14,6,Thursday,165,164,1,17
22,4,Tuesday,153,141,0,16
11,2,Wednesday,109,109,0,15
16,4,Saturday,149,140,0,19
8,5,Wednesday,137,134,0,19
21,4,Monday,128,119,0,14
15,6,Sunday,129,127,0,18
10,2,Friday,122,118,0,16
11,3,Friday,162,146,1,16
20,5,Sunday,126,122,0,13
16,4,Friday,93,90,0,12
19,6,Sunday,136,123,0,17
20,1,Wednesday,165,167,0,17
11,6,Monday,136,134,0,20
13,3,Tuesday,165,160,1,19
20,5,Friday,135,126,0,14
12,1,Saturday,165,150,0,21
17,2,Saturday,76,73,0,10
11,6,Thursday,141,134,0,21
17,4,Friday,119,118,0,16
20,3,Sunday,153,145,0,15
5,4,Thursday,165,154,0,18
6,4,Tuesday,116,113,0,12
7,3,Tuesday,156,146,0,14
13,4,Wednesday,99,98,0,14
18,4,Sunday,143,140,0,17
18,2,Monday,150,138,0,19
17,3,Thursday,165,157,1,22
17,6,Thursday,161,145,1,16
17,4,Monday,134,121,0,17
7,3,Thursday,119,120,0,12
9,5,Sunday,155,151,0,20
8,5,Saturday,129,131,0,15
20,6,Friday,66,66,0,7
12,4,Monday,152,138,0,22
17,1,Tuesday,136,127,0,19
9,1,Wednesday,161,161,1,16
8,3,Tuesday,150,149,0,20
8,5,Monday,157,158,0,21
18,1,Friday,161,158,1,16
15,6,Friday,153,149,0,21
20,3,Monday,93,90,0,10
16,6,Monday,165,160,1,23
16,6,Wednesday,154,140,0,21
12,1,Sunday,136,132,0,16
15,3,Tuesday,165,158,0,22
17,1,Wednesday,132,130,1,17
14,5,Monday,129,128,0,17
12,3,Saturday,145,146,0,17
17,1,Monday,123,125,0,15
10,1,Sunday,90,88,0,11
16,5,Sunday,165,165,0,23
13,6,Saturday,137,135,0,18
10,5,Monday,129,119,1,15
9,3,Thursday,165,164,0,22
16,6,Saturday,103,94,0,14
16,5,Sunday,158,145,1,15
5,3,Saturday,123,125,0,12
10,3,Monday,150,145,0,20
9,1,Sunday,142,136,0,17
8,1,Sunday,121,109,0,15
4,1,Tuesday,159,145,0,15
11,6,Thursday,132,129,0,18
22,6,Sunday,143,134,0,14
15,2,Saturday,165,157,1,15
7,1,Thursday,165,165,0,16
15,5,Saturday,85,83,0,11
12,6,Tuesday,160,157,0,25
17,1,Monday,126,120,0,16
13,3,Sunday,162,146,0,19
13,2,Friday,148,143,1,18
16,5,Friday,159,148,1,19
15,1,Friday,147,139,1,15
10,2,Friday,131,132,0,18
17,5,Thursday,125,124,0,17
14,6,Saturday,165,155,1,21
18,5,Friday,165,161,1,20
13,4,Sunday,165,155,0,20
12,4,Thursday,90,84,0,12
3,2,Thursday,134,123,0,14
18,4,Wednesday,165,154,0,22
20,1,Friday,165,164,0,16
19,5,Tuesday,165,149,0,22
20,1,Sunday,130,117,0,12
11,5,Thursday,155,157,0,22
17,6,Friday,83,85,0,12
18,3,Monday,154,149,1,19
10,3,Wednesday,116,116,0,16
4,6,Saturday,143,132,0,14
11,3,Monday,138,129,0,17
7,3,Monday,165,160,0,19
9,2,Sunday,165,158,0,20
20,3,Monday,165,157,0,17
11,3,Sunday,147,140,0,18
20,3,Sunday,114,114,0,11
13,3,Wednesday,159,160,1,19
13,4,Saturday,153,146,0,20
19,4,Sunday,134,135,0,18
2,2,Thursday,103,103,0,10
17,4,Friday,117,112,0,15
12,2,Monday,130,126,1,15
19,1,Saturday,155,144,0,19
13,3,Saturday,156,154,0,19
20,2,Monday,143,137,0,15
15,5,Monday,114,106,0,15
19,5,Thursday,112,110,0,15
7,6,Tuesday,143,136,0,15
9,6,Tuesday,153,144,0,22
15,5,Saturday,150,139,0,20
10,1,Sunday,143,135,0,19
7,4,Thursday,146,142,0,15
13,6,Friday,165,158,0,23
13,1,Wednesday,115,108,0,15
14,2,Thursday,87,88,0,11
15,6,Tuesday,135,133,0,19
8,4,Saturday,111,111,1,15
17,5,Monday,157,147,1,21
21,1,Friday,114,111,0,11
6,5,Saturday,150,145,0,15
12,4,Friday,105,106,0,14
10,1,Monday,165,154,0,24
2,4,Sunday,143,143,0,14
17,2,Tuesday,155,148,0,21
4,6,Wednesday,79,76,0,9
16,2,Friday,102,102,0,14
5,5,Thursday,150,146,0,17
12,3,Sunday,144,141,0,18
10,6,Monday,134,136,1,17
8,6,Thursday,133,134,0,18
17,1,Wednesday,121,109,0,16
19,4,Wednesday,126,127,0,17
14,4,Tuesday,146,139,1,16
9,4,Thursday,128,124,0,17
15,2,Thursday,136,134,0,18
9,4,Thursday,165,152,0,21
9,2,Friday,162,154,0,23
16,5,Saturday,146,133,0,19
10,4,Thursday,102,99,0,14
14,2,Monday,119,114,0,16
11,4,Monday,119,112,0,17
21,5,Wednesday,134,133,1,15
17,3,Sunday,118,108,0,14
8,5,Friday,137,139,1,15
21,3,Thursday,138,133,0,15
10,4,Wednesday,165,158,0,23
19,4,Monday,99,91,0,14
13,5,Friday,165,155,1,20
7,2,Monday,106,108,0,10
17,3,Saturday,161,146,0,20
6,2,Friday,130,118,0,13
16,6,Saturday,121,121,0,17
11,2,Saturday,136,129,0,16
8,5,Monday,108,99,0,15
11,1,Wednesday,149,139,0,19
6,2,Wednesday,141,127,0,15
10,6,Thursday,143,143,0,19
14,5,Thursday,114,110,0,15
4,3,Thursday,137,138,0,16
19,2,Friday,140,141,0,18
12,5,Monday,139,140,1,20
10,5,Friday,158,159,1,22
3,6,Sunday,129,129,0,12
18,5,Wednesday,143,132,0,20
5,3,Tuesday,141,143,0,15
19,6,Tuesday,150,140,0,21
7,3,Friday,116,115,0,12
21,3,Sunday,128,124,0,12
18,5,Friday,115,107,0,15
10,6,Friday,109,108,0,15
16,3,Wednesday,150,136,0,20
20,2,Saturday,127,121,0,10
16,3,Sunday,158,143,0,19
2,3,Wednesday,165,156,0,17
3,5,Wednesday,129,124,0,14
16,4,Tuesday,133,126,1,17
9,6,Thursday,165,152,1,20
15,4,Thursday,156,149,0,20
11,5,Friday,143,138,0,21
6,3,Friday,104,104,0,11
6,5,Sunday,160,153,0,14
8,6,Friday,165,161,0,22
16,6,Saturday,132,130,0,17
9,6,Saturday,121,122,0,17
16,5,Friday,108,108,1,15
17,3,Tuesday,151,140,0,21
12,6,Tuesday,135,129,0,19
6,1,Tuesday,129,117,0,13
8,4,Friday,115,116,0,15
12,1,Friday,133,135,0,17
10,6,Saturday,154,153,1,16
12,6,Wednesday,136,127,0,20
5,4,Friday,149,137,0,15
16,5,Thursday,107,102,0,15
9,4,Tuesday,153,139,0,21
14,3,Sunday,83,81,0,10
9,2,Friday,109,100,0,15
13,5,Saturday,155,144,0,19
14,3,Monday,107,97,0,15
10,2,Monday,140,133,1,15
16,1,Saturday,89,89,0,11
21,6,Thursday,84,80,0,9
21,5,Tuesday,121,121,0,13
6,2,Tuesday,125,124,0,13
16,3,Thursday,165,158,0,23
17,6,Monday,165,153,0,21
9,2,Wednesday,165,162,0,22
17,4,Monday,158,148,1,18
11,3,Thursday,106,102,0,15
18,3,Sunday,151,150,1,17
16,6,Wednesday,116,114,0,16
9,2,Tuesday,149,150,1,16
9,2,Monday,124,118,0,16
13,6,Tuesday,128,128,1,18
16,5,Tuesday,132,120,0,18
18,1,Monday,103,102,0,13
11,1,Monday,107,100,0,14
11,6,Saturday,135,136,0,19
16,2,Saturday,133,126,0,16
17,2,Monday,165,159,0,22
13,1,Wednesday,118,110,0,15
13,1,Saturday,127,116,1,16
5,2,Thursday,146,132,0,15
7,3,Thursday,137,138,0,14
7,4,Tuesday,116,108,0,13
18,2,Saturday,146,136,0,17
16,5,Thursday,119,119,0,17
16,4,Friday,88,80,0,12
8,5,Saturday,131,119,0,17
17,2,Sunday,109,111,0,15
15,4,Saturday,143,136,0,18
8,5,Monday,145,132,1,20
14,3,Thursday,163,152,1,21
19,1,Wednesday,165,150,0,22
15,4,Thursday,165,163,1,20
11,3,Monday,136,126,0,18
13,6,Wednesday,126,117,1,18
12,2,Thursday,95,87,0,13
12,5,Tuesday,149,145,1,20
16,6,Friday,154,155,1,16
12,2,Sunday,139,128,0,17
21,2,Monday,147,138,1,16
14,5,Friday,139,141,0,19
12,2,Saturday,123,120,0,15
4,5,Monday,165,165,0,16
19,6,Friday,147,136,1,17
5,1,Tuesday,165,151,0,16
18,2,Friday,122,118,0,16
13,1,Monday,158,155,1,16
6,1,Thursday,137,127,0,13
6,6,Wednesday,138,128,0,15
7,2,Tuesday,138,126,0,14
11,2,Monday,112,109,0,14
7,4,Saturday,139,138,0,13
6,2,Thursday,112,109,0,12
10,1,Friday,94,87,0,12
10,1,Wednesday,126,118,0,16
12,1,Sunday,121,120,0,13
20,5,Saturday,165,164,0,15
10,1,Wednesday,163,159,0,20
11,4,Monday,116,114,0,15
23,1,Wednesday,158,156,0,15
10,6,Monday,161,156,1,19
11,6,Saturday,139,138,0,18
7,5,Monday,92,94,0,10
19,4,Wednesday,165,161,1,16
14,3,Friday,116,109,0,14
15,6,Tuesday,165,153,1,20
4,4,Tuesday,115,106,0,13
5,2,Wednesday,94,91,0,10
5,1,Sunday,141,132,0,13
11,4,Wednesday,128,118,0,17
9,3,Tuesday,165,149,0,24
16,2,Monday,149,151,0,19
19,3,Thursday,136,130,1,18
6,1,Thursday,165,154,0,15
15,6,Sunday,139,140,1,15
1,5,Wednesday,159,155,0,17
21,4,Tuesday,165,167,0,19
19,3,Saturday,143,144,1,18
12,6,Thursday,133,121,1,15
15,1,Wednesday,127,120,0,17
7,3,Wednesday,144,135,0,16
13,3,Sunday,130,119,0,17
17,2,Sunday,141,132,0,17
20,4,Friday,165,155,0,17
8,6,Friday,132,121,1,16
10,3,Sunday,109,107,0,14
15,5,Friday,96,96,0,13
10,4,Saturday,134,134,0,16
17,4,Thursday,104,100,0,14
20,5,Sunday,165,156,0,16
10,1,Saturday,100,100,0,12
7,3,Saturday,120,122,0,11
16,1,Wednesday,165,166,1,18
21,2,Monday,143,140,0,13
15,5,Saturday,97,94,0,12
14,3,Friday,157,154,1,20
11,1,Saturday,163,158,1,19
19,2,Tuesday,102,93,0,13
6,2,Monday,111,103,0,11
6,4,Saturday,163,153,0,17
11,3,Thursday,139,137,0,18
13,4,Sunday,165,151,0,19
11,2,Sunday,116,112,0,14
13,5,Sunday,165,163,1,21
11,2,Saturday,136,133,0,17
12,6,Saturday,153,152,1,18
13,4,Monday,99,95,0,13
18,5,Friday,118,110,0,17
18,4,Monday,165,154,1,18
14,6,Monday,143,133,1,17
19,2,Friday,81,75,0,10
6,3,Thursday,147,141,0,15
9,5,Tuesday,155,141,1,22
6,4,Monday,121,117,0,12
7,4,Wednesday,145,147,0,15
7,1,Monday,100,96,0,10
18,1,Saturday,105,98,0,12
3,2,Thursday,144,142,0,14
5,1,Thursday,140,139,0,13
21,6,Sunday,128,117,0,12
18,1,Wednesday,139,141,0,18
14,3,Wednesday,141,133,0,20
6,6,Monday,125,125,0,13
16,2,Tuesday,162,160,0,22
16,2,Saturday,136,124,0,16
20,6,Thursday,140,131,0,15
13,5,Monday,127,129,0,17
17,5,Friday,122,122,0,16
16,4,Wednesday,165,157,0,23
3,1,Sunday,141,130,0,13
19,6,Thursday,112,112,0,17
16,1,Sunday,165,157,1,16
18,1,Thursday,155,141,0,21
7,6,Saturday,96,89,0,10
16,1,Tuesday,107,104,0,14
13,2,Tuesday,114,115,0,15
15,2,Monday,165,156,0,21
14,3,Thursday,112,108,0,15
3,4,Saturday,142,143,0,14
14,6,Tuesday,165,163,1,24
20,1,Monday,144,140,0,15
9,2,Wednesday,121,113,1,16
17,6,Tuesday,110,101,0,15
8,3,Wednesday,131,126,0,18
6,2,Friday,160,161,0,15
8,5,Tuesday,133,126,0,18
21,1,Saturday,139,139,0,12
12,4,Monday,114,106,0,16
15,5,Monday,164,151,0,22
18,2,Friday,165,162,0,21
15,1,Tuesday,115,112,0,15
14,6,Monday,151,141,1,18
18,3,Thursday,109,99,0,15
10,3,Wednesday,165,153,0,23
4,6,Saturday,147,139,0,14
2,6,Monday,106,96,0,12
14,3,Sunday,98,91,0,12
10,4,Monday,147,138,0,20
19,6,Monday,165,165,0,23
8,1,Saturday,113,108,0,13
11,6,Sunday,165,166,1,21
15,1,Sunday,159,159,1,15
13,4,Sunday,108,108,0,13
17,1,Sunday,145,135,1,16
14,4,Saturday,152,140,0,19
12,2,Friday,154,139,0,19
14,3,Wednesday,122,113,0,15
11,5,Saturday,111,105,0,15
6,4,Wednesday,150,151,0,16
9,2,Saturday,139,127,1,15
18,3,Saturday,161,147,0,21
11,6,Monday,113,111,0,16
18,2,Monday,127,127,0,16
19,4,Tuesday,165,155,0,23
16,1,Tuesday,119,113,0,15
14,5,Friday,117,111,0,15
15,6,Sunday,125,115,0,16
5,6,Monday,157,159,0,17
22,5,Wednesday,142,132,0,16
20,4,Friday,123,115,0,12
17,5,Tuesday,164,165,1,20
11,6,Friday,140,141,0,20
18,4,Sunday,165,160,1,19
17,5,Monday,165,161,0,22
9,2,Tuesday,157,143,1,15
12,3,Saturday,141,132,0,18
11,6,Friday,165,153,1,20
16,5,Monday,124,121,0,16
18,2,Thursday,130,117,0,18
15,5,Wednesday,124,113,1,17
15,1,Tuesday,155,151,0,21
13,5,Saturday,151,141,0,19
16,6,Wednesday,148,135,0,21
7,3,Monday,158,146,0,17
17,2,Thursday,131,119,0,16
13,6,Thursday,140,138,1,16
17,3,Friday,138,139,1,16
20,2,Wednesday,97,93,0,10
22,3,Sunday,116,106,0,11
4,4,Tuesday,165,151,0,17
6,2,Friday,92,83,0,9
18,1,Tuesday,144,139,0,19
11,4,Monday,165,152,1,20
19,5,Friday,92,92,0,13
16,4,Tuesday,146,134,1,18
10,6,Monday,124,113,0,18
17,3,Saturday,132,128,0,17
21,1,Tuesday,135,132,0,13
16,5,Monday,165,156,0,22
19,3,Wednesday,133,125,0,16
14,6,Thursday,164,154,1,16
7,2,Tuesday,113,115,0,12
18,4,Friday,163,153,1,18
13,4,Saturday,162,151,0,20
11,1,Thursday,157,158,0,21
5,4,Sunday,137,128,0,13
17,4,Wednesday,122,113,1,16
7,2,Saturday,120,119,0,11
10,4,Monday,84,84,0,12
12,4,Saturday,143,135,0,18
12,2,Sunday,99,92,0,11
13,5,Tuesday,134,130,1,15
9,5,Tuesday,158,148,1,22
12,6,Thursday,146,148,0,20
12,3,Wednesday,148,134,0,20
19,5,Monday,130,131,0,17
3,5,Thursday,137,131,0,16
14,2,Saturday,161,152,0,19
6,3,Sunday,165,153,0,16
16,4,Tuesday,144,132,1,15
16,2,Wednesday,137,139,0,19
8,6,Tuesday,144,137,1,17
9,2,Friday,161,159,1,18
18,2,Monday,128,129,0,18
17,2,Tuesday,165,162,0,20
17,2,Thursday,149,138,0,20
15,6,Sunday,137,128,0,18
13,4,Monday,141,132,1,15
12,6,Saturday,113,113,0,15
12,4,Tuesday,165,155,0,22
5,1,Wednesday,150,148,0,15
9,3,Monday,148,148,0,20
14,1,Wednesday,141,137,0,18
6,4,Thursday,99,100,0,11
15,2,Sunday,141,137,1,15
6,1,Wednesday,121,109,0,12
4,4,Monday,114,113,0,12
17,4,Tuesday,116,115,0,15
17,4,Thursday,160,160,1,19
10,6,Tuesday,165,157,1,23
10,3,Sunday,145,143,0,19
12,6,Sunday,124,118,0,17
20,3,Friday,112,103,0,12
10,3,Tuesday,99,90,0,14
2,6,Tuesday,120,122,0,13
9,1,Tuesday,125,115,0,16
9,2,Thursday,127,118,0,17
17,1,Monday,118,111,0,16
16,3,Sunday,148,149,1,19
17,2,Saturday,161,151,1,15
5,1,Tuesday,155,142,0,16
6,2,Monday,108,100,0,11
14,3,Wednesday,139,134,0,20
10,4,Wednesday,150,145,0,21
17,5,Thursday,135,136,0,18
20,3,Friday,138,125,0,14
15,2,Saturday,122,116,0,15
16,1,Tuesday,98,94,0,12
17,4,Wednesday,140,138,0,20
7,5,Tuesday,156,148,0,16
17,5,Tuesday,165,160,1,22
14,3,Sunday,163,164,0,21
17,1,Tuesday,134,122,0,17
9,2,Saturday,143,134,0,18
11,6,Sunday,149,137,0,19
7,6,Thursday,139,137,0,16
15,6,Sunday,152,139,0,20
19,4,Friday,145,146,0,20
10,6,Wednesday,126,128,0,18
8,6,Friday,165,158,0,22
9,3,Thursday,148,143,1,21
3,6,Friday,148,141,0,16
18,4,Monday,145,134,0,19
8,5,Thursday,147,134,0,20
19,1,Saturday,140,131,1,17
10,6,Monday,145,144,0,20
12,2,Saturday,143,142,0,17
4,6,Thursday,145,131,0,16
13,3,Friday,148,134,1,16
12,1,Saturday,87,86,0,10
12,5,Friday,113,115,0,16
16,6,Monday,133,132,0,19
19,4,Monday,142,128,0,18
14,1,Friday,124,118,1,16
21,5,Wednesday,117,111,0,12
10,4,Saturday,135,136,0,18
13,4,Saturday,114,103,0,15
14,3,Friday,100,93,0,14
10,6,Thursday,165,155,0,22
19,5,Thursday,142,137,0,19
13,4,Wednesday,165,152,0,21
14,2,Wednesday,165,167,0,22
17,2,Sunday,139,129,1,16
10,1,Monday,165,161,0,21
22,6,Tuesday,112,105,0,12
22,1,Friday,148,139,0,15
14,6,Thursday,165,161,0,23
12,1,Wednesday,87,87,0,12
18,4,Wednesday,81,78,0,11
11,6,Thursday,139,131,1,15
9,2,Monday,111,111,0,15
16,6,Monday,124,123,0,18
4,3,Thursday,137,127,0,14
13,2,Tuesday,165,149,1,15
3,2,Tuesday,144,144,0,14
15,3,Sunday,95,91,0,12
12,3,Friday,164,151,1,15
17,5,Tuesday,125,113,0,17
17,5,Thursday,146,136,1,15
10,3,Monday,154,141,1,16
12,3,Monday,123,121,0,16
17,1,Sunday,142,143,0,18
13,2,Friday,165,151,0,21
3,4,Friday,129,122,0,13
12,5,Monday,128,125,0,16
14,4,Monday,160,157,1,18
12,1,Monday,146,132,0,19
10,5,Thursday,98,91,0,13
14,5,Friday,164,159,1,15
12,5,Wednesday,157,153,1,21
5,4,Sunday,163,151,0,15
20,5,Saturday,101,95,0,10
17,3,Wednesday,66,66,0,9
13,2,Tuesday,116,116,0,16
16,5,Monday,132,127,0,18
21,3,Tuesday,138,138,0,14
12,2,Tuesday,150,143,0,18
19,4,Tuesday,153,153,1,15
18,5,Thursday,151,145,1,21
19,2,Friday,132,122,1,15
18,6,Tuesday,165,151,0,24
17,2,Sunday,90,83,0,11
16,1,Monday,106,98,0,14
19,4,Wednesday,111,101,0,15
11,1,Monday,165,154,0,21
10,6,Saturday,165,163,0,22
19,1,Friday,125,126,0,16
20,5,Thursday,133,120,0,14
18,2,Wednesday,124,126,0,16
14,6,Thursday,128,126,0,18
16,4,Tuesday,139,138,0,18
10,6,Monday,150,152,0,20
6,4,Monday,122,110,0,12
17,4,Tuesday,142,128,0,18
17,1,Friday,137,133,0,18
4,4,Sunday,141,130,0,14
13,6,Tuesday,126,120,1,20
21,2,Friday,117,113,0,12
18,4,Thursday,137,126,0,18
17,3,Wednesday,158,143,0,22
15,1,Wednesday,146,138,0,19
15,1,Saturday,120,117,0,15
2,2,Wednesday,141,137,0,14
16,6,Saturday,151,145,1,15
19,4,Friday,165,161,1,16
15,2,Wednesday,129,121,0,18
17,2,Tuesday,126,115,0,16
14,6,Friday,158,160,1,18
19,5,Monday,148,150,0,21
13,5,Saturday,124,125,0,16
6,1,Tuesday,142,136,0,13
18,1,Monday,165,150,0,21
20,4,Sunday,150,147,1,15
18,6,Tuesday,123,116,0,18
16,4,Monday,125,121,0,17
20,1,Friday,119,119,0,12
7,1,Tuesday,127,118,0,13
17,2,Monday,138,138,0,18
13,2,Monday,129,125,0,18
10,2,Wednesday,124,117,0,16
8,2,Thursday,133,123,0,17
14,4,Tuesday,152,148,0,23
19,2,Thursday,137,131,1,19
14,1,Tuesday,158,151,0,20
7,6,Thursday,143,138,0,16
7,5,Sunday,160,149,0,15
19,6,Thursday,131,124,1,16
15,3,Sunday,128,126,0,15
11,2,Sunday,155,151,0,20
11,4,Saturday,165,164,0,21
21,4,Wednesday,131,118,0,13
19,3,Sunday,165,153,1,15
11,2,Thursday,155,150,0,19
16,2,Monday,154,141,1,17
19,2,Tuesday,109,103,0,14
20,5,Sunday,124,118,0,12
19,4,Thursday,135,137,1,17
18,3,Sunday,129,127,0,16
9,1,Sunday,154,146,0,18
13,1,Monday,136,126,0,17
11,5,Monday,129,124,1,16
14,2,Tuesday,156,143,0,20
10,3,Friday,130,131,0,18
17,2,Sunday,165,166,0,19
4,2,Saturday,140,138,0,13
10,2,Saturday,87,79,0,11
14,3,Wednesday,153,138,0,20
16,6,Tuesday,165,149,1,18
16,3,Sunday,113,108,0,14
7,3,Saturday,157,150,0,15
5,5,Friday,137,129,0,15
13,3,Wednesday,138,127,1,18
12,2,Friday,111,109,0,14
18,6,Saturday,155,141,0,19
2,3,Saturday,158,156,0,15
7,1,Thursday,146,146,0,14
14,6,Wednesday,143,138,0,19
13,4,Thursday,152,152,1,20
11,5,Monday,159,157,1,17
18,4,Friday,114,106,0,15
8,3,Monday,95,88,0,13
9,4,Thursday,162,146,0,23
15,2,Thursday,111,108,0,15
14,6,Friday,150,149,1,19
13,6,Monday,118,109,0,17
8,3,Friday,165,151,0,22
11,6,Monday,139,132,1,15
5,3,Thursday,145,141,0,16
9,4,Tuesday,149,142,0,20
12,3,Wednesday,160,147,0,20
13,6,Tuesday,113,104,0,17
18,5,Sunday,150,152,0,21
12,1,Wednesday,112,109,0,15
9,5,Friday,116,111,0,16
9,1,Friday,157,145,1,18
13,4,Sunday,126,119,0,15
8,6,Saturday,165,157,0,20
20,4,Wednesday,123,113,0,13
16,1,Saturday,129,125,0,15
3,6,Monday,165,154,0,17
1,2,Thursday,118,111,0,12
20,4,Wednesday,165,156,0,20
19,3,Thursday,127,115,1,16
11,1,Tuesday,165,152,0,22
15,2,Saturday,125,127,0,14
2,4,Thursday,142,130,0,15
18,1,Sunday,165,162,0,20
